station_id,date,wind_direction_deg,vector_avg_wind_speed_ms,avg_wind_speed_ms
225,2017-02-23,247.0,12.9,16.0
225,2017-02-24,297.0,6.1,7.1
225,2017-02-25,210.0,12.0,12.0
225,2017-02-26,213.0,13.3,13.3
225,2017-02-27,197.0,12.3,12.7
225,2017-02-28,224.0,11.7,12.1
225,2017-03-01,227.0,5.9,6.9
225,2017-03-02,250.0,11.1,11.9
225,2017-03-03,156.0,5.3,6.0
225,2017-03-04,181.0,4.8,5.5
225,2017-03-05,190.0,8.3,8.9
225,2017-03-06,290.0,1.1,3.5
225,2017-03-07,277.0,2.9,3.8
225,2017-03-08,212.0,4.8,7.0
225,2017-03-09,266.0,5.1,7.5
225,2017-03-10,239.0,1.4,2.9
225,2017-03-11,125.0,2.8,3.2
225,2017-03-12,102.0,3.5,3.8
225,2017-03-13,285.0,2.2,3.4
225,2017-03-14,227.0,7.2,7.3
225,2017-03-15,261.0,2.6,3.3
225,2017-03-16,220.0,5.5,6.0
225,2017-03-17,249.0,9.5,10.6
225,2017-03-18,248.0,7.5,7.9
225,2017-03-19,229.0,12.1,12.1
225,2017-03-20,226.0,12.2,12.5
225,2017-03-21,240.0,9.4,10.2
225,2017-03-22,151.0,5.0,5.5
225,2017-03-23,74.0,8.0,8.1
225,2017-03-24,68.0,9.2,9.3
225,2017-03-25,61.0,7.3,7.5
225,2017-03-26,74.0,6.8,6.8
225,2017-03-27,85.0,4.2,4.4
225,2017-03-28,212.0,4.2,4.9
225,2017-03-29,219.0,8.7,8.8
225,2017-03-30,192.0,5.7,6.2
225,2017-03-31,197.0,6.1,7.0
225,2017-04-01,186.0,4.1,4.8
225,2017-04-02,287.0,1.7,4.4
225,2017-04-03,121.0,0.6,2.1
225,2017-04-04,265.0,0.7,3.7
225,2017-04-05,334.0,7.4,7.5
225,2017-04-06,323.0,5.1,6.7
225,2017-04-07,282.0,4.4,4.9
225,2017-04-08,313.0,1.9,3.0
225,2017-04-09,203.0,3.2,4.5
225,2017-04-10,315.0,7.5,7.7
225,2017-04-11,249.0,7.4,7.9
225,2017-04-12,259.0,9.4,9.8
225,2017-04-13,289.0,7.2,7.7
225,2017-04-14,242.0,7.6,8.0
225,2017-04-15,283.0,10.0,10.3
225,2017-04-16,297.0,6.6,6.8
225,2017-04-17,355.0,7.5,8.0
225,2017-04-18,23.0,5.0,6.5
225,2017-04-19,57.0,1.8,2.9
225,2017-04-20,221.0,5.9,6.5
225,2017-04-21,266.0,5.5,6.9
225,2017-04-22,334.0,8.6,8.7
225,2017-04-23,293.0,3.9,6.5
225,2017-04-24,244.0,8.3,9.2
225,2017-04-25,300.0,8.6,10.0
225,2017-04-26,357.0,4.2,5.4
225,2017-04-27,268.0,5.4,6.6
225,2017-04-28,319.0,5.1,5.3
225,2017-04-29,19.0,1.1,4.2
225,2017-04-30,104.0,7.5,7.6
225,2017-05-01,128.0,2.9,4.5
225,2017-05-02,41.0,4.3,5.2
225,2017-05-03,63.0,6.8,7.1
225,2017-05-04,60.0,10.0,10.1
225,2017-05-05,68.0,7.4,7.7
225,2017-05-06,66.0,7.4,7.8
225,2017-05-07,345.0,6.8,7.1
225,2017-05-08,2.0,7.4,8.0
225,2017-05-09,352.0,4.2,4.7
225,2017-05-10,3.0,1.7,3.9
225,2017-05-11,89.0,5.0,5.6
225,2017-05-12,175.0,3.0,3.6
225,2017-05-13,204.0,5.2,5.7
225,2017-05-14,210.0,5.5,6.3
225,2017-05-15,202.0,5.0,5.5
225,2017-05-16,200.0,5.7,5.8
225,2017-05-17,155.0,1.5,3.7
225,2017-05-18,13.0,3.0,6.3
225,2017-05-19,215.0,7.9,10.1
225,2017-05-20,217.0,6.4,6.7
225,2017-05-21,169.0,0.5,4.8
225,2017-05-22,79.0,2.9,4.6
225,2017-05-23,287.0,3.7,4.7
225,2017-05-24,303.0,2.6,3.5
225,2017-05-25,9.0,3.6,4.5
225,2017-05-26,90.0,6.7,6.8
225,2017-05-27,168.0,3.7,5.4
225,2017-05-28,272.0,1.8,4.7
225,2017-05-29,64.0,2.0,4.9
225,2017-05-30,233.0,9.1,9.2
225,2017-05-31,340.0,3.3,4.5
225,2017-06-01,26.0,1.7,3.3
225,2017-06-02,18.0,2.0,3.0
225,2017-06-03,283.0,2.0,4.4
225,2017-06-04,250.0,6.8,7.1
225,2017-06-05,219.0,6.4,7.5
225,2017-06-06,216.0,13.1,14.8
225,2017-06-07,244.0,16.5,16.8
225,2017-06-08,214.0,8.4,9.0
225,2017-06-09,237.0,6.2,8.0
225,2017-06-10,218.0,6.4,6.5
225,2017-06-11,228.0,6.9,7.7
225,2017-06-12,255.0,11.5,11.6
225,2017-06-13,294.0,4.2,4.8
225,2017-06-14,51.0,2.6,4.2
225,2017-06-15,224.0,4.6,6.8
225,2017-06-16,290.0,8.1,8.6
225,2017-06-17,274.0,3.9,4.4
225,2017-06-18,350.0,0.9,3.4
225,2017-06-19,22.0,3.1,4.0
225,2017-06-20,60.0,6.1,6.3
225,2017-06-21,86.0,6.6,6.8
225,2017-06-22,234.0,6.4,8.5
225,2017-06-23,241.0,9.7,10.1
225,2017-06-24,234.0,12.4,12.5
225,2017-06-25,257.0,9.0,9.7
225,2017-06-26,334.0,4.8,6.0
225,2017-06-27,82.0,7.8,7.8
225,2017-06-28,198.0,4.3,8.3
225,2017-06-29,230.0,6.2,6.3
225,2017-06-30,266.0,4.1,5.2
225,2017-07-01,339.0,7.5,9.0
225,2017-07-02,289.0,6.2,7.3
225,2017-07-03,232.0,8.4,9.5
225,2017-07-04,28.0,2.1,3.3
225,2017-07-05,333.0,2.5,4.0
225,2017-07-06,94.0,3.6,4.7
225,2017-07-07,251.0,2.3,3.8
225,2017-07-08,329.0,3.3,4.5
225,2017-07-09,351.0,2.6,4.0
225,2017-07-10,224.0,3.3,5.2
225,2017-07-11,237.0,6.9,7.5
225,2017-07-12,359.0,6.4,8.4
225,2017-07-13,4.0,1.2,2.8
225,2017-07-14,290.0,7.0,8.3
225,2017-07-15,241.0,5.5,6.8
225,2017-07-16,257.0,4.6,6.3
225,2017-07-17,10.0,3.0,3.6
225,2017-07-18,82.0,7.1,7.1
225,2017-07-19,133.0,3.8,6.8
225,2017-07-20,230.0,5.9,6.8
225,2017-07-21,160.0,1.9,5.3
225,2017-07-22,202.0,2.3,4.7
225,2017-07-23,228.0,6.8,7.3
225,2017-07-24,351.0,3.0,5.2
225,2017-07-25,339.0,9.3,9.4
225,2017-07-26,243.0,3.8,6.6
225,2017-07-27,247.0,9.6,10.0
225,2017-07-28,232.0,12.3,13.1
225,2017-07-29,224.0,8.4,9.2
225,2017-07-30,225.0,8.4,9.5
225,2017-07-31,225.0,7.3,7.7
225,2017-08-01,216.0,4.6,5.1
225,2017-08-02,211.0,7.0,7.8
225,2017-08-03,223.0,13.6,14.3
225,2017-08-04,243.0,12.7,13.0
225,2017-08-05,285.0,5.3,5.6
225,2017-08-06,250.0,5.4,6.4
225,2017-08-07,206.0,3.7,5.8
225,2017-08-08,319.0,1.9,6.6
225,2017-08-09,228.0,5.7,7.6
225,2017-08-10,27.0,5.6,5.8
225,2017-08-11,253.0,3.3,5.0
225,2017-08-12,277.0,7.1,7.3
225,2017-08-13,5.0,1.8,3.8
225,2017-08-14,121.0,2.8,3.2
225,2017-08-15,210.0,1.4,3.5
225,2017-08-16,197.0,2.5,3.5
225,2017-08-17,202.0,8.3,9.2
225,2017-08-18,235.0,10.7,11.2
225,2017-08-19,261.0,10.6,10.9
225,2017-08-20,270.0,8.8,8.9
225,2017-08-21,31.0,0.9,3.8
225,2017-08-22,74.0,3.7,5.0
225,2017-08-23,142.0,3.1,5.5
225,2017-08-24,260.0,6.2,6.5
225,2017-08-25,301.0,0.8,3.7
225,2017-08-26,341.0,1.2,3.1
225,2017-08-27,335.0,1.9,2.5
225,2017-08-28,24.0,1.7,2.6
225,2017-08-29,141.0,0.5,4.0
225,2017-08-30,27.0,7.0,8.1
225,2017-08-31,297.0,4.9,6.4
225,2017-09-01,53.0,1.4,3.7
225,2017-09-02,12.0,2.5,3.4
225,2017-09-03,153.0,1.4,3.0
225,2017-09-04,177.0,3.6,4.5
225,2017-09-05,212.0,7.9,8.5
225,2017-09-06,286.0,10.6,11.0
225,2017-09-07,250.0,9.4,10.0
225,2017-09-08,231.0,9.6,10.5
225,2017-09-09,233.0,5.2,6.5
225,2017-09-10,198.0,10.3,10.8
225,2017-09-11,227.0,14.1,15.2
225,2017-09-12,245.0,10.6,12.0
225,2017-09-13,250.0,15.5,16.9
225,2017-09-14,289.0,11.7,12.9
225,2017-09-15,268.0,5.9,6.9
225,2017-09-16,193.0,5.2,5.8
225,2017-09-17,201.0,3.0,4.1
225,2017-09-18,299.0,4.2,6.3
225,2017-09-19,322.0,3.4,4.4
225,2017-09-20,237.0,6.5,7.3
225,2017-09-21,173.0,4.9,5.4
225,2017-09-22,267.0,1.5,4.1
225,2017-09-23,130.0,0.9,3.3
225,2017-09-24,91.0,4.6,4.6
225,2017-09-25,85.0,5.7,5.7
225,2017-09-26,83.0,4.7,4.7
225,2017-09-27,97.0,4.5,4.6
225,2017-09-28,149.0,3.5,3.8
225,2017-09-29,186.0,3.6,5.2
225,2017-09-30,259.0,3.3,4.7
225,2017-10-01,179.0,9.2,9.3
225,2017-10-02,253.0,12.9,13.7
225,2017-10-03,289.0,11.0,11.2
225,2017-10-04,259.0,13.4,13.5
225,2017-10-05,289.0,13.9,15.7
225,2017-10-06,318.0,11.6,12.2
225,2017-10-07,266.0,11.6,12.9
225,2017-10-08,338.0,4.6,5.6
225,2017-10-09,235.0,5.0,5.8
225,2017-10-10,240.0,9.7,10.0
225,2017-10-11,218.0,14.3,14.5
225,2017-10-12,257.0,10.8,11.2
225,2017-10-13,221.0,9.8,10.0
225,2017-10-14,214.0,7.3,7.7
225,2017-10-15,170.0,5.3,5.7
225,2017-10-16,191.0,7.1,7.5
225,2017-10-17,233.0,8.4,8.8
225,2017-10-18,98.0,3.6,3.8
225,2017-10-19,142.0,4.8,4.9
225,2017-10-20,216.0,10.9,12.4
225,2017-10-21,202.0,11.4,12.2
225,2017-10-22,258.0,12.3,13.7
225,2017-10-23,257.0,7.6,9.2
225,2017-10-24,216.0,10.6,10.6
225,2017-10-25,241.0,7.7,8.5
225,2017-10-26,276.0,5.2,6.0
225,2017-10-27,319.0,9.9,10.5
225,2017-10-28,278.0,14.2,14.3
225,2017-10-29,341.0,13.6,14.5
225,2017-10-30,343.0,6.8,7.7
225,2017-10-31,251.0,9.4,9.5
225,2017-11-01,227.0,8.5,8.8
225,2017-11-02,302.0,5.6,6.3
225,2017-11-03,185.0,3.1,4.1
225,2017-11-04,206.0,3.5,6.9
225,2017-11-05,309.0,7.5,8.5
225,2017-11-06,355.0,2.4,5.3
225,2017-11-07,148.0,3.5,3.7
225,2017-11-08,61.0,3.0,3.5
225,2017-11-09,241.0,4.8,6.3
225,2017-11-10,279.0,12.9,13.6
225,2017-11-11,302.0,9.2,10.1
225,2017-11-12,337.0,7.8,9.4
225,2017-11-13,347.0,9.5,10.0
225,2017-11-14,247.0,8.2,8.5
225,2017-11-15,200.0,5.5,5.6
225,2017-11-16,230.0,4.0,7.5
225,2017-11-17,287.0,5.6,6.3
225,2017-11-18,283.0,11.4,12.2
225,2017-11-19,309.0,11.8,12.0
225,2017-11-20,245.0,8.8,10.0
225,2017-11-21,229.0,9.4,9.7
225,2017-11-22,199.0,13.2,13.8
225,2017-11-23,217.0,11.6,13.3
225,2017-11-24,266.0,4.7,5.1
225,2017-11-25,275.0,8.2,8.5
225,2017-11-26,276.0,11.9,12.3
225,2017-11-27,254.0,12.5,13.8
225,2017-11-28,271.0,10.3,10.6
225,2017-11-29,17.0,1.0,3.1
225,2017-11-30,346.0,4.8,5.4
225,2017-12-01,54.0,3.2,3.6
225,2017-12-02,176.0,5.1,5.2
225,2017-12-03,300.0,6.1,7.7
225,2017-12-04,295.0,7.9,8.3
225,2017-12-05,270.0,9.7,9.8
225,2017-12-06,234.0,11.4,12.3
225,2017-12-07,224.0,12.0,15.2
225,2017-12-08,289.0,14.0,14.4
225,2017-12-09,282.0,11.8,12.4
225,2017-12-10,89.0,2.8,8.8
225,2017-12-11,49.0,7.1,8.3
225,2017-12-12,271.0,4.0,9.2
225,2017-12-13,215.0,9.3,11.8
225,2017-12-14,248.0,9.8,11.0
225,2017-12-15,176.0,3.3,4.3
225,2017-12-16,325.0,8.4,8.9
225,2017-12-17,244.0,4.7,7.7
225,2017-12-18,341.0,7.7,7.9
225,2017-12-19,250.0,4.2,4.5
225,2017-12-20,256.0,3.8,4.1
225,2017-12-21,252.0,2.9,3.5
225,2017-12-22,243.0,1.2,2.3
225,2017-12-23,243.0,9.2,9.3
225,2017-12-24,230.0,11.7,11.8
225,2017-12-25,200.0,12.4,12.9
225,2017-12-26,217.0,11.0,12.9
225,2017-12-27,233.0,1.8,10.0
225,2017-12-28,276.0,11.4,12.1
225,2017-12-29,232.0,8.3,11.5
225,2017-12-30,228.0,10.0,11.2
225,2017-12-31,213.0,12.7,12.8
225,2018-01-01,232.0,10.5,11.4
225,2018-01-02,229.0,7.4,10.0
225,2018-01-03,256.0,16.9,17.6
225,2018-01-04,238.0,11.1,12.0
225,2018-01-05,231.0,8.1,8.8
225,2018-01-06,360.0,2.6,6.1
225,2018-01-07,63.0,10.9,10.9
225,2018-01-08,85.0,10.3,10.3
225,2018-01-09,114.0,4.7,5.9
225,2018-01-10,155.0,4.2,4.3
225,2018-01-11,41.0,1.9,3.4
225,2018-01-12,56.0,2.2,3.0
225,2018-01-13,110.0,4.0,4.2
225,2018-01-14,105.0,4.9,5.5
225,2018-01-15,208.0,10.6,12.5
225,2018-01-16,267.0,13.9,14.0
225,2018-01-17,273.0,15.4,15.6
225,2018-01-18,264.0,10.8,13.5
225,2018-01-19,266.0,9.1,9.4
225,2018-01-20,248.0,4.4,6.6
225,2018-01-21,284.0,1.3,6.3
225,2018-01-22,268.0,6.0,7.5
225,2018-01-23,210.0,10.2,10.7
225,2018-01-24,209.0,12.5,13.1
225,2018-01-25,208.0,9.1,9.2
225,2018-01-26,204.0,3.1,4.1
225,2018-01-27,207.0,9.6,9.9
225,2018-01-28,226.0,10.1,10.5
225,2018-01-29,245.0,9.6,11.6
225,2018-01-30,233.0,5.5,6.7
225,2018-01-31,239.0,11.4,12.6
225,2018-02-01,262.0,10.0,10.5
225,2018-02-02,340.0,6.8,8.3
225,2018-02-03,10.0,1.0,5.3
225,2018-02-04,46.0,7.9,8.2
225,2018-02-05,76.0,7.5,7.7
225,2018-02-06,65.0,6.1,6.4
225,2018-02-07,94.0,1.1,3.0
225,2018-02-08,184.0,5.6,6.0
225,2018-02-09,167.0,6.6,6.8
225,2018-02-10,195.0,6.7,7.5
225,2018-02-11,258.0,11.3,13.5
225,2018-02-12,265.0,9.1,10.3
225,2018-02-13,165.0,7.3,7.6
225,2018-02-14,155.0,7.8,7.9
225,2018-02-15,206.0,6.1,8.1
225,2018-02-16,254.0,5.3,6.4
225,2018-02-17,124.0,2.6,2.7
225,2018-02-18,161.0,4.1,4.4
225,2018-02-19,154.0,3.5,3.7
225,2018-02-20,66.0,3.6,4.1
225,2018-02-21,55.0,4.5,4.8
225,2018-02-22,72.0,7.1,7.2
225,2018-02-23,79.0,8.1,8.2
225,2018-02-24,85.0,10.6,10.6
225,2018-02-25,78.0,9.3,9.5
225,2018-02-26,60.0,8.1,8.4
225,2018-02-27,67.0,5.6,6.0
225,2018-02-28,88.0,11.0,11.0
225,2018-03-01,86.0,15.6,15.7
225,2018-03-02,84.0,14.0,14.0
225,2018-03-03,94.0,8.0,8.1
225,2018-03-04,128.0,4.1,5.2
225,2018-03-05,192.0,5.2,6.4
225,2018-03-06,158.0,2.7,3.7
225,2018-03-07,175.0,2.2,4.0
225,2018-03-08,216.0,9.2,10.3
225,2018-03-09,201.0,3.3,4.8
225,2018-03-10,179.0,5.5,6.0
225,2018-03-11,149.0,2.9,4.5
225,2018-03-12,171.0,4.1,4.4
225,2018-03-13,315.0,4.4,6.2
225,2018-03-14,125.0,4.0,5.2
225,2018-03-15,101.0,7.2,7.3
225,2018-03-16,87.0,10.0,10.1
225,2018-03-17,78.0,15.6,15.7
225,2018-03-18,82.0,13.9,13.9
225,2018-03-19,63.0,9.8,10.3
225,2018-03-20,5.0,8.2,8.5
225,2018-03-21,258.0,3.7,4.9
225,2018-03-22,273.0,5.5,6.7
225,2018-03-23,195.0,7.2,7.5
225,2018-03-24,69.0,1.6,3.3
225,2018-03-25,360.0,3.5,3.9
225,2018-03-26,272.0,2.2,3.0
225,2018-03-27,146.0,3.9,4.2
225,2018-03-28,277.0,4.2,5.6
225,2018-03-29,219.0,2.8,4.5
225,2018-03-30,117.0,4.5,5.1
225,2018-03-31,128.0,0.7,3.0
225,2018-04-01,344.0,2.0,3.4
225,2018-04-02,150.0,4.8,5.4
225,2018-04-03,198.0,7.5,7.7
225,2018-04-04,188.0,6.1,6.5
225,2018-04-05,277.0,7.2,9.2
225,2018-04-06,133.0,6.4,6.5
225,2018-04-07,151.0,3.3,4.6
225,2018-04-08,357.0,2.9,3.5
225,2018-04-09,37.0,6.0,6.5
225,2018-04-10,79.0,4.0,5.4
225,2018-04-11,77.0,7.2,7.3
225,2018-04-12,81.0,7.1,7.0
225,2018-04-13,207.0,2.5,3.5
225,2018-04-14,225.0,1.2,3.4
225,2018-04-15,108.0,1.1,2.3
225,2018-04-16,209.0,5.7,5.8
225,2018-04-17,191.0,4.9,5.5
225,2018-04-18,128.0,1.2,3.9
225,2018-04-19,97.0,2.2,4.2
225,2018-04-20,242.0,1.5,3.3
225,2018-04-21,68.0,4.5,5.1
225,2018-04-22,183.0,3.3,5.4
225,2018-04-23,231.0,8.4,8.7
225,2018-04-24,222.0,10.4,10.5
225,2018-04-25,245.0,9.6,10.3
225,2018-04-26,242.0,10.5,10.9
225,2018-04-27,147.0,1.9,5.3
225,2018-04-28,213.0,5.7,6.0
225,2018-04-29,37.0,5.0,7.0
225,2018-04-30,327.0,2.6,8.5
225,2018-05-01,254.0,10.6,12.3
225,2018-05-02,201.0,7.5,8.7
225,2018-05-03,303.0,3.2,4.1
225,2018-05-04,14.0,2.2,3.3
225,2018-05-05,72.0,5.6,5.9
225,2018-05-06,81.0,4.7,4.8
225,2018-05-07,92.0,4.1,4.3
225,2018-05-08,64.0,1.3,3.3
225,2018-05-09,317.0,2.8,3.3
225,2018-05-10,292.0,4.2,5.7
225,2018-05-11,61.0,1.8,3.8
225,2018-05-12,95.0,3.6,4.5
225,2018-05-13,307.0,4.1,6.1
225,2018-05-14,2.0,6.9,7.0
225,2018-05-15,35.0,5.1,5.9
225,2018-05-16,7.0,10.7,10.8
225,2018-05-17,358.0,9.9,10.0
225,2018-05-18,342.0,6.5,6.6
225,2018-05-19,327.0,3.3,3.5
225,2018-05-20,22.0,3.4,4.2
225,2018-05-21,79.0,7.1,7.1
225,2018-05-22,28.0,4.2,5.1
225,2018-05-23,60.0,6.2,6.5
225,2018-05-24,83.0,7.7,7.8
225,2018-05-25,64.0,2.4,4.0
225,2018-05-26,75.0,7.1,7.2
225,2018-05-27,85.0,5.7,6.3
225,2018-05-28,40.0,3.6,4.5
225,2018-05-29,28.0,4.5,6.2
225,2018-05-30,330.0,1.4,3.8
225,2018-05-31,360.0,3.2,4.0
225,2018-06-01,274.0,3.5,4.4
225,2018-06-02,226.0,6.9,7.0
225,2018-06-03,317.0,1.5,4.3
225,2018-06-04,4.0,5.7,5.9
225,2018-06-05,7.0,6.5,6.8
225,2018-06-06,13.0,6.0,6.3
225,2018-06-07,356.0,4.1,4.6
225,2018-06-08,8.0,5.6,5.7
225,2018-06-09,6.0,6.6,6.8
225,2018-06-10,10.0,6.8,7.1
225,2018-06-11,33.0,6.0,6.6
225,2018-06-12,359.0,6.7,7.0
225,2018-06-13,294.0,4.3,7.0
225,2018-06-14,213.0,8.8,9.3
225,2018-06-15,321.0,1.2,3.0
225,2018-06-16,227.0,7.5,7.6
225,2018-06-17,235.0,10.1,10.3
225,2018-06-18,228.0,11.1,11.2
225,2018-06-19,238.0,5.9,6.3
225,2018-06-20,223.0,8.4,8.8
225,2018-06-21,310.0,11.8,11.9
225,2018-06-22,324.0,11.2,11.3
225,2018-06-23,312.0,4.8,5.5
225,2018-06-24,347.0,5.4,5.9
225,2018-06-25,355.0,4.7,5.0
225,2018-06-26,10.0,6.4,6.8
225,2018-06-27,61.0,5.8,6.0
225,2018-06-28,30.0,6.0,7.2
225,2018-06-29,8.0,6.8,7.0
225,2018-06-30,73.0,7.8,7.9
225,2018-07-01,91.0,8.8,8.8
225,2018-07-02,71.0,8.2,8.5
225,2018-07-03,31.0,6.8,7.6
225,2018-07-04,16.0,5.2,5.8
225,2018-07-05,337.0,3.1,3.4
225,2018-07-06,359.0,4.7,5.1
225,2018-07-07,24.0,3.2,4.2
225,2018-07-08,347.0,3.4,4.0
225,2018-07-09,345.0,6.3,6.5
225,2018-07-10,343.0,9.7,10.1
225,2018-07-11,355.0,6.3,6.6
225,2018-07-12,349.0,6.4,6.6
225,2018-07-13,8.0,5.4,5.7
225,2018-07-14,18.0,3.8,4.9
225,2018-07-15,45.0,2.3,4.1
225,2018-07-16,70.0,1.0,3.8
225,2018-07-17,240.0,5.8,6.2
225,2018-07-18,249.0,2.3,4.4
225,2018-07-19,360.0,5.0,5.3
225,2018-07-20,360.0,5.2,5.8
225,2018-07-21,348.0,6.2,6.6
225,2018-07-22,289.0,3.2,3.4
225,2018-07-23,309.0,0.8,2.0
225,2018-07-24,285.0,1.2,3.5
225,2018-07-25,34.0,2.9,3.8
225,2018-07-26,75.0,4.1,4.7
225,2018-07-27,117.0,4.1,5.8
225,2018-07-28,233.0,8.1,9.3
225,2018-07-29,188.0,6.6,7.3
225,2018-07-30,220.0,3.6,4.4
225,2018-07-31,234.0,2.6,4.6
225,2018-08-01,270.0,0.5,2.5
225,2018-08-02,321.0,1.3,2.6
225,2018-08-03,15.0,3.1,3.9
225,2018-08-04,350.0,5.7,6.3
225,2018-08-05,18.0,4.5,5.5
225,2018-08-06,48.0,1.7,4.2
225,2018-08-07,180.0,0.0,2.8
225,2018-08-08,223.0,5.7,7.6
225,2018-08-09,344.0,2.2,7.2
225,2018-08-10,230.0,10.0,11.3
225,2018-08-11,261.0,6.5,7.7
225,2018-08-12,190.0,3.5,5.1
225,2018-08-13,267.0,3.4,5.1
225,2018-08-14,278.0,7.6,8.1
225,2018-08-15,225.0,8.3,8.4
225,2018-08-16,220.0,6.3,8.2
225,2018-08-17,266.0,3.3,4.7
225,2018-08-18,227.0,8.3,8.7
225,2018-08-19,221.0,9.7,10.3
225,2018-08-20,309.0,3.6,4.4
225,2018-08-21,209.0,1.8,2.8
225,2018-08-22,233.0,6.1,6.2
225,2018-08-23,236.0,7.1,8.3
225,2018-08-24,258.0,8.8,9.8
225,2018-08-25,304.0,6.4,7.9
225,2018-08-26,198.0,7.3,8.9
225,2018-08-27,258.0,9.8,10.5
225,2018-08-28,267.0,1.0,2.6
225,2018-08-29,349.0,4.6,5.4
225,2018-08-30,344.0,6.1,6.9
225,2018-08-31,32.0,0.8,2.3
225,2018-09-01,78.0,1.2,3.3
225,2018-09-02,79.0,5.4,5.5
225,2018-09-03,15.0,5.8,6.0
225,2018-09-04,7.0,5.6,5.8
225,2018-09-05,25.0,4.4,4.7
225,2018-09-06,337.0,4.5,5.6
225,2018-09-07,262.0,9.8,10.8
225,2018-09-08,235.0,9.3,10.0
225,2018-09-09,223.0,7.5,7.8
225,2018-09-10,245.0,8.5,8.8
225,2018-09-11,232.0,12.4,13.0
225,2018-09-12,357.0,3.8,4.6
225,2018-09-13,249.0,0.8,2.5
225,2018-09-14,231.0,7.5,8.7
225,2018-09-15,260.0,5.8,7.1
225,2018-09-16,202.0,6.6,7.0
225,2018-09-17,192.0,4.1,5.1
225,2018-09-18,213.0,10.4,11.5
225,2018-09-19,210.0,10.7,11.0
225,2018-09-20,211.0,9.8,10.0
225,2018-09-21,250.0,15.0,16.7
225,2018-09-22,264.0,8.3,9.2
225,2018-09-23,9.0,5.3,6.6
225,2018-09-24,325.0,8.8,9.5
225,2018-09-25,190.0,2.7,3.3
225,2018-09-26,225.0,9.0,9.4
225,2018-09-27,226.0,5.1,6.2
225,2018-09-28,27.0,6.7,7.0
225,2018-09-29,195.0,2.6,3.2
225,2018-09-30,286.0,5.2,6.8
225,2018-10-01,326.0,10.7,11.2
225,2018-10-02,282.0,10.4,11.5
225,2018-10-03,292.0,7.5,8.2
225,2018-10-04,216.0,7.2,7.8
225,2018-10-05,175.0,2.4,3.4
225,2018-10-06,33.0,2.3,5.9
225,2018-10-07,42.0,3.5,4.5
225,2018-10-08,220.0,7.2,7.8
225,2018-10-09,192.0,5.3,5.7
225,2018-10-10,97.0,5.4,5.5
225,2018-10-11,147.0,5.3,5.4
225,2018-10-12,178.0,7.7,7.8
225,2018-10-13,159.0,6.4,6.5
225,2018-10-14,160.0,5.0,5.3
225,2018-10-15,189.0,3.8,4.7
225,2018-10-16,179.0,2.9,3.5
225,2018-10-17,276.0,2.3,3.7
225,2018-10-18,37.0,5.6,6.0
225,2018-10-19,66.0,3.1,3.5
225,2018-10-20,218.0,3.1,3.9
225,2018-10-21,210.0,5.0,6.6
225,2018-10-22,339.0,6.8,8.6
225,2018-10-23,286.0,13.3,13.5
225,2018-10-24,308.0,8.9,9.6
